,userid,version,sum_gamerounds,retention_1,retention_7,Numretention_7,Numretention_1
8441,931277,gate_40,11,False,False,1.0,0.0
8442,931317,gate_30,7,False,False,1.0,0.0
8443,931433,gate_40,120,False,True,1.0,0.0
8444,931435,gate_40,19,False,False,1.0,0.0
8445,931614,gate_40,189,True,False,1.0,1.0
8446,931797,gate_40,33,False,False,1.0,0.0
8447,931851,gate_40,8,False,False,1.0,0.0
8448,931941,gate_30,0,False,False,1.0,0.0
8449,932088,gate_30,26,True,True,1.0,1.0
8450,932130,gate_40,76,True,False,1.0,1.0
8451,932155,gate_30,12,False,False,1.0,0.0
8452,932245,gate_40,1,False,False,1.0,0.0
8453,932313,gate_30,4,False,True,1.0,0.0
8454,932447,gate_40,189,False,True,1.0,0.0
8455,932470,gate_40,23,False,False,1.0,0.0
8456,932486,gate_40,114,False,False,1.0,0.0
8457,932657,gate_30,20,False,True,1.0,0.0
8458,932664,gate_30,34,True,False,1.0,1.0
8459,932732,gate_40,20,False,False,1.0,0.0
8460,932753,gate_40,18,False,False,1.0,0.0
8461,932810,gate_40,18,False,False,1.0,0.0
8462,932839,gate_30,3,False,False,1.0,0.0
8463,932857,gate_40,0,False,False,1.0,0.0
8464,932863,gate_40,2,False,False,1.0,0.0
8465,933018,gate_40,22,True,False,1.0,1.0
8466,933063,gate_40,66,True,True,1.0,1.0
8467,933319,gate_30,189,True,True,1.0,1.0
8468,933410,gate_40,23,True,False,1.0,1.0
8469,933518,gate_30,25,True,False,1.0,1.0
8470,933763,gate_40,28,True,False,1.0,1.0
8471,934053,gate_30,2,False,False,1.0,0.0
8472,934168,gate_40,66,True,False,1.0,1.0
8473,934207,gate_40,1,False,False,1.0,0.0
8474,934250,gate_40,23,False,False,1.0,0.0
8475,934331,gate_30,90,True,False,1.0,1.0
8476,934337,gate_30,89,True,False,1.0,1.0
8477,934365,gate_30,34,True,False,1.0,1.0
8478,934408,gate_30,50,True,False,1.0,1.0
8479,934910,gate_30,29,True,False,1.0,1.0
8480,935148,gate_30,4,False,False,1.0,0.0
8481,935160,gate_30,78,True,False,1.0,1.0
8482,935363,gate_30,122,True,True,1.0,1.0
8483,935536,gate_40,1,False,False,1.0,0.0
8484,935727,gate_30,35,False,False,1.0,0.0
8485,935940,gate_30,153,True,True,1.0,1.0
8486,935972,gate_30,79,False,True,1.0,0.0
8487,936031,gate_40,3,False,False,1.0,0.0
8488,936053,gate_40,21,True,False,1.0,1.0
8489,936061,gate_40,22,False,False,1.0,0.0
8490,936189,gate_30,0,False,False,1.0,0.0
8491,936298,gate_30,54,True,False,1.0,1.0
8492,936475,gate_30,6,False,False,1.0,0.0
8493,936551,gate_40,178,True,True,1.0,1.0
8494,936557,gate_40,0,False,False,1.0,0.0
8495,936600,gate_30,3,False,False,1.0,0.0
8496,936620,gate_30,189,True,True,1.0,1.0
8497,936733,gate_40,40,True,False,1.0,1.0
8498,936767,gate_40,14,True,False,1.0,1.0
8499,936996,gate_30,183,True,False,1.0,1.0
8500,937173,gate_30,2,False,False,1.0,0.0
8501,937306,gate_40,90,True,False,1.0,1.0
8502,937376,gate_40,33,True,False,1.0,1.0
8503,937579,gate_40,0,False,False,1.0,0.0
8504,937606,gate_40,3,False,False,1.0,0.0
8505,937759,gate_30,11,True,False,1.0,1.0
8506,937795,gate_40,124,True,False,1.0,1.0
8507,937959,gate_40,1,False,False,1.0,0.0
8508,938239,gate_40,11,False,False,1.0,0.0
8509,938530,gate_30,1,False,False,1.0,0.0
8510,938624,gate_30,10,False,False,1.0,0.0
8511,938663,gate_30,2,False,False,1.0,0.0
8512,938695,gate_30,16,False,False,1.0,0.0
8513,938725,gate_40,1,False,False,1.0,0.0
8514,938827,gate_40,1,False,False,1.0,0.0
8515,938868,gate_40,1,False,False,1.0,0.0
8516,938904,gate_40,6,False,False,1.0,0.0
8517,939074,gate_40,31,False,False,1.0,0.0
8518,939131,gate_40,134,True,True,1.0,1.0
8519,939338,gate_40,26,True,False,1.0,1.0
8520,939407,gate_30,3,False,False,1.0,0.0
8521,939466,gate_40,4,False,False,1.0,0.0
8522,939583,gate_40,59,True,False,1.0,1.0
8523,939843,gate_40,10,False,False,1.0,0.0
8524,939954,gate_40,25,True,False,1.0,1.0
8525,939961,gate_30,17,False,False,1.0,0.0
8526,940026,gate_40,20,True,False,1.0,1.0
8527,940041,gate_40,8,False,False,1.0,0.0
8528,940175,gate_30,11,False,False,1.0,0.0
8529,940182,gate_30,14,False,False,1.0,0.0
8530,940230,gate_30,160,False,True,1.0,0.0
8531,940286,gate_30,3,False,False,1.0,0.0
8532,940306,gate_30,7,False,False,1.0,0.0
8533,940631,gate_30,143,True,True,1.0,1.0
8534,940886,gate_40,1,False,False,1.0,0.0
8535,941057,gate_30,2,False,False,1.0,0.0
8536,941287,gate_30,2,False,False,1.0,0.0
8537,941359,gate_40,63,True,True,1.0,1.0
8538,941379,gate_30,46,False,False,1.0,0.0
8539,941410,gate_40,189,True,True,1.0,1.0
8540,941449,gate_40,55,True,True,1.0,1.0
8541,941464,gate_30,50,True,False,1.0,1.0
8542,941524,gate_30,43,False,False,1.0,0.0
8543,941569,gate_40,5,False,False,1.0,0.0
8544,941724,gate_30,48,False,True,1.0,0.0
8545,941761,gate_30,189,True,True,1.0,1.0
8546,941771,gate_40,12,False,False,1.0,0.0
8547,941882,gate_30,20,False,False,1.0,0.0
8548,941989,gate_30,189,True,True,1.0,1.0
8549,942227,gate_40,180,True,False,1.0,1.0
8550,942244,gate_30,160,True,True,1.0,1.0
8551,942292,gate_40,189,True,False,1.0,1.0
8552,942368,gate_40,14,False,False,1.0,0.0
8553,942545,gate_40,12,True,False,1.0,1.0
8554,942583,gate_30,0,False,False,1.0,0.0
8555,942619,gate_30,189,True,False,1.0,1.0
8556,942694,gate_40,15,False,False,1.0,0.0
8557,942728,gate_30,0,False,False,1.0,0.0
8558,942924,gate_40,4,True,False,1.0,1.0
8559,943202,gate_40,21,True,False,1.0,1.0
8560,943224,gate_40,9,False,False,1.0,0.0
8561,943280,gate_30,0,False,False,1.0,0.0
8562,943714,gate_30,18,True,False,1.0,1.0
8563,943761,gate_30,13,False,False,1.0,0.0
8564,943793,gate_30,31,True,True,1.0,1.0
8565,943935,gate_30,3,False,False,1.0,0.0
8566,943963,gate_40,4,False,False,1.0,0.0
8567,943968,gate_30,0,False,False,1.0,0.0
8568,944108,gate_30,4,False,False,1.0,0.0
8569,944119,gate_40,89,True,False,1.0,1.0
8570,944120,gate_30,18,True,False,1.0,1.0
8571,944144,gate_40,189,True,True,1.0,1.0
8572,944211,gate_30,48,False,False,1.0,0.0
8573,944404,gate_40,17,False,False,1.0,0.0
8574,944584,gate_30,14,True,False,1.0,1.0
8575,944628,gate_40,48,True,False,1.0,1.0
8576,944704,gate_40,1,False,False,1.0,0.0
8577,944723,gate_40,86,False,False,1.0,0.0
8578,944848,gate_40,15,False,False,1.0,0.0
8579,944901,gate_30,7,True,False,1.0,1.0
8580,944908,gate_30,137,True,True,1.0,1.0
8581,945073,gate_40,14,False,False,1.0,0.0
8582,945365,gate_40,7,False,False,1.0,0.0
8583,945581,gate_30,105,False,True,1.0,0.0
8584,945618,gate_40,189,True,True,1.0,1.0
8585,945658,gate_40,90,True,False,1.0,1.0
8586,945818,gate_30,88,True,False,1.0,1.0
8587,945895,gate_30,59,True,False,1.0,1.0
8588,945921,gate_40,189,True,True,1.0,1.0
8589,946007,gate_40,11,True,False,1.0,1.0
8590,946043,gate_40,2,False,False,1.0,0.0
8591,946079,gate_40,126,False,True,1.0,0.0
8592,946275,gate_40,1,False,False,1.0,0.0
8593,946522,gate_30,50,False,False,1.0,0.0
8594,946614,gate_40,189,True,False,1.0,1.0
8595,946631,gate_30,27,False,False,1.0,0.0
8596,946668,gate_40,6,False,False,1.0,0.0
8597,946731,gate_40,23,False,False,1.0,0.0
8598,946779,gate_40,45,True,False,1.0,1.0
8599,946800,gate_30,75,True,False,1.0,1.0
8600,946807,gate_40,29,False,True,1.0,0.0
8601,946830,gate_40,0,False,False,1.0,0.0
8602,946919,gate_30,132,True,True,1.0,1.0
8603,946988,gate_30,9,False,False,1.0,0.0
8604,947276,gate_40,82,True,False,1.0,1.0
8605,947408,gate_40,45,True,True,1.0,1.0
8606,947427,gate_40,21,False,False,1.0,0.0
8607,947463,gate_40,13,False,False,1.0,0.0
8608,947544,gate_40,0,False,False,1.0,0.0
8609,947627,gate_40,37,True,False,1.0,1.0
8610,947730,gate_30,7,False,False,1.0,0.0
8611,947751,gate_30,1,False,False,1.0,0.0
8612,947843,gate_40,38,False,False,1.0,0.0
8613,947904,gate_40,12,True,False,1.0,1.0
8614,947943,gate_40,32,True,False,1.0,1.0
8615,948008,gate_40,129,False,False,1.0,0.0
8616,948015,gate_30,5,False,False,1.0,0.0
8617,948023,gate_30,21,False,True,1.0,0.0
8618,948193,gate_40,10,False,False,1.0,0.0
8619,948556,gate_40,130,True,False,1.0,1.0
8620,948584,gate_30,21,False,False,1.0,0.0
8621,948638,gate_30,189,True,True,1.0,1.0
8622,948688,gate_30,4,False,False,1.0,0.0
8623,948875,gate_40,0,False,False,1.0,0.0
8624,949023,gate_40,30,True,False,1.0,1.0
8625,949101,gate_30,18,False,False,1.0,0.0
8626,949174,gate_30,4,False,False,1.0,0.0
8627,949312,gate_30,2,False,False,1.0,0.0
8628,949442,gate_40,13,False,False,1.0,0.0
8629,949534,gate_30,189,True,True,1.0,1.0
8630,949632,gate_40,189,True,True,1.0,1.0
8631,949820,gate_30,8,False,False,1.0,0.0
8632,949833,gate_30,35,True,True,1.0,1.0
8633,949875,gate_40,8,False,False,1.0,0.0
8634,949952,gate_40,4,False,False,1.0,0.0
8635,949971,gate_40,189,True,True,1.0,1.0
8636,950002,gate_30,24,True,False,1.0,1.0
8637,950180,gate_40,2,False,False,1.0,0.0
8638,950199,gate_40,2,False,False,1.0,0.0
8639,950210,gate_30,21,False,False,1.0,0.0
8640,950294,gate_40,128,True,True,1.0,1.0
8641,950308,gate_40,0,False,False,1.0,0.0
8642,950476,gate_40,7,False,False,1.0,0.0
8643,950506,gate_40,13,False,False,1.0,0.0
8644,950666,gate_40,20,True,True,1.0,1.0
8645,950676,gate_40,14,False,False,1.0,0.0
8646,951025,gate_40,12,False,False,1.0,0.0
8647,951103,gate_40,1,False,False,1.0,0.0
8648,951290,gate_40,22,False,False,1.0,0.0
8649,951390,gate_30,15,False,False,1.0,0.0
8650,951576,gate_30,189,True,True,1.0,1.0
8651,951706,gate_40,5,False,False,1.0,0.0
8652,952049,gate_40,31,True,False,1.0,1.0
8653,952137,gate_30,15,False,False,1.0,0.0
8654,952364,gate_30,189,True,True,1.0,1.0
8655,952707,gate_40,13,False,False,1.0,0.0
8656,952853,gate_40,22,False,False,1.0,0.0
8657,952994,gate_40,58,True,True,1.0,1.0
8658,953010,gate_30,118,True,True,1.0,1.0
8659,953099,gate_30,154,True,True,1.0,1.0
8660,953269,gate_30,34,True,False,1.0,1.0
8661,953275,gate_30,1,False,False,1.0,0.0
8662,953529,gate_30,16,False,False,1.0,0.0
8663,953675,gate_30,189,True,True,1.0,1.0
8664,953688,gate_40,31,True,False,1.0,1.0
8665,953781,gate_40,63,True,False,1.0,1.0
8666,953845,gate_40,4,False,False,1.0,0.0
8667,953921,gate_30,88,True,True,1.0,1.0
8668,953988,gate_30,9,True,False,1.0,1.0
8669,954165,gate_30,22,True,False,1.0,1.0
8670,954313,gate_40,13,False,False,1.0,0.0
8671,954483,gate_40,0,False,False,1.0,0.0
8672,954501,gate_40,70,True,False,1.0,1.0
8673,954596,gate_30,155,True,True,1.0,1.0
8674,954606,gate_30,189,True,True,1.0,1.0
8675,954617,gate_30,2,False,False,1.0,0.0
8676,954991,gate_40,189,True,True,1.0,1.0
8677,954993,gate_40,91,True,True,1.0,1.0
8678,955200,gate_30,12,True,False,1.0,1.0
8679,955227,gate_40,3,False,False,1.0,0.0
8680,955259,gate_40,24,False,False,1.0,0.0
8681,955269,gate_40,145,True,True,1.0,1.0
8682,955312,gate_40,8,False,False,1.0,0.0
8683,955404,gate_30,6,False,False,1.0,0.0
8684,955504,gate_30,31,True,False,1.0,1.0
8685,956067,gate_40,189,True,True,1.0,1.0
8686,956203,gate_30,189,True,True,1.0,1.0
8687,956264,gate_30,1,False,False,1.0,0.0
8688,956288,gate_30,54,True,False,1.0,1.0
8689,956324,gate_30,8,True,False,1.0,1.0
8690,956486,gate_30,0,False,False,1.0,0.0
8691,956528,gate_40,32,False,False,1.0,0.0
8692,956730,gate_40,0,False,False,1.0,0.0
8693,956818,gate_30,1,False,False,1.0,0.0
8694,956861,gate_30,93,True,True,1.0,1.0
8695,957082,gate_40,69,False,True,1.0,0.0
8696,957091,gate_40,14,False,False,1.0,0.0
8697,957236,gate_40,6,False,False,1.0,0.0
8698,957263,gate_30,8,False,False,1.0,0.0
8699,957300,gate_40,1,False,False,1.0,0.0
8700,957385,gate_40,10,False,False,1.0,0.0
8701,957495,gate_30,11,True,False,1.0,1.0
8702,957553,gate_40,65,True,False,1.0,1.0
8703,957612,gate_30,189,True,True,1.0,1.0
8704,957646,gate_30,4,False,False,1.0,0.0
8705,957670,gate_30,189,True,True,1.0,1.0
8706,957739,gate_40,40,True,False,1.0,1.0
8707,957815,gate_30,16,False,True,1.0,0.0
8708,957890,gate_30,4,False,False,1.0,0.0
8709,957930,gate_30,24,False,False,1.0,0.0
8710,957958,gate_40,155,True,True,1.0,1.0
8711,957983,gate_40,189,True,False,1.0,1.0
8712,958036,gate_30,89,True,False,1.0,1.0
8713,958190,gate_30,22,True,False,1.0,1.0
8714,958440,gate_40,112,True,True,1.0,1.0
8715,958549,gate_40,84,True,True,1.0,1.0
8716,958727,gate_30,65,False,False,1.0,0.0
8717,958743,gate_30,4,False,False,1.0,0.0
8718,958748,gate_40,11,False,False,1.0,0.0
8719,959000,gate_30,1,False,False,1.0,0.0
8720,959030,gate_40,19,True,False,1.0,1.0
8721,959039,gate_30,27,True,False,1.0,1.0
8722,959385,gate_30,4,False,False,1.0,0.0
8723,959395,gate_30,22,False,False,1.0,0.0
8724,959489,gate_40,3,False,False,1.0,0.0
8725,959600,gate_30,2,False,False,1.0,0.0
8726,959662,gate_40,7,True,False,1.0,1.0
8727,959701,gate_30,189,True,False,1.0,1.0
8728,959834,gate_30,3,True,False,1.0,1.0
8729,959884,gate_30,7,False,False,1.0,0.0
8730,959900,gate_40,3,False,True,1.0,0.0
8731,960243,gate_40,51,True,False,1.0,1.0
8732,960299,gate_30,26,True,False,1.0,1.0
8733,960561,gate_30,86,True,True,1.0,1.0
8734,960572,gate_40,5,False,False,1.0,0.0
8735,960649,gate_40,6,False,False,1.0,0.0
8736,960695,gate_40,1,False,False,1.0,0.0
8737,960748,gate_30,23,True,False,1.0,1.0
8738,960768,gate_30,10,False,False,1.0,0.0
8739,960868,gate_30,2,False,False,1.0,0.0
8740,960992,gate_30,10,False,False,1.0,0.0
8741,961087,gate_40,2,False,False,1.0,0.0
8742,961158,gate_40,23,True,False,1.0,1.0
8743,961159,gate_30,6,False,False,1.0,0.0
8744,961193,gate_40,42,True,True,1.0,1.0
8745,961260,gate_40,77,True,False,1.0,1.0
8746,961298,gate_30,11,False,False,1.0,0.0
8747,961426,gate_30,24,False,False,1.0,0.0
8748,961597,gate_40,12,False,False,1.0,0.0
8749,961668,gate_30,189,False,True,1.0,0.0
8750,961692,gate_30,15,True,False,1.0,1.0
8751,961885,gate_30,38,True,False,1.0,1.0
8752,961892,gate_30,189,True,True,1.0,1.0
8753,962106,gate_30,2,False,False,1.0,0.0
8754,962133,gate_40,7,False,False,1.0,0.0
8755,962155,gate_40,86,True,True,1.0,1.0
8756,962239,gate_40,3,False,False,1.0,0.0
8757,962263,gate_30,189,True,True,1.0,1.0
8758,962376,gate_30,9,False,False,1.0,0.0
8759,962447,gate_40,14,False,False,1.0,0.0
8760,962613,gate_40,189,True,True,1.0,1.0
8761,962681,gate_30,63,True,False,1.0,1.0
8762,962817,gate_30,7,True,False,1.0,1.0
8763,962948,gate_40,47,True,True,1.0,1.0
8764,963138,gate_30,48,True,False,1.0,1.0
8765,963174,gate_30,14,True,True,1.0,1.0
8766,963331,gate_30,3,False,False,1.0,0.0
8767,963418,gate_30,137,True,True,1.0,1.0
8768,963563,gate_40,77,False,False,1.0,0.0
8769,963758,gate_30,9,True,False,1.0,1.0
8770,964066,gate_30,5,False,False,1.0,0.0
8771,964474,gate_40,32,False,True,1.0,0.0
8772,964715,gate_30,51,False,False,1.0,0.0
8773,964762,gate_40,37,True,False,1.0,1.0
8774,964823,gate_30,24,True,False,1.0,1.0
8775,964946,gate_30,133,True,True,1.0,1.0
8776,965223,gate_40,1,False,False,1.0,0.0
8777,965367,gate_40,6,False,False,1.0,0.0
8778,965812,gate_40,1,False,False,1.0,0.0
8779,965898,gate_30,15,True,False,1.0,1.0
8780,965939,gate_30,34,True,False,1.0,1.0
8781,966055,gate_40,23,True,True,1.0,1.0
8782,966060,gate_40,8,False,False,1.0,0.0
8783,966138,gate_40,13,True,False,1.0,1.0
8784,966527,gate_30,17,True,False,1.0,1.0
8785,966575,gate_40,19,True,False,1.0,1.0
8786,966578,gate_40,2,False,False,1.0,0.0
8787,966612,gate_40,5,False,False,1.0,0.0
8788,966623,gate_30,11,False,False,1.0,0.0
8789,966632,gate_30,37,False,True,1.0,0.0
8790,966707,gate_40,11,False,False,1.0,0.0
8791,966792,gate_30,130,False,True,1.0,0.0
8792,966823,gate_40,0,False,False,1.0,0.0
8793,966883,gate_30,68,False,False,1.0,0.0
8794,966983,gate_30,8,True,False,1.0,1.0
8795,967570,gate_30,8,False,False,1.0,0.0
8796,967671,gate_40,39,False,False,1.0,0.0
8797,968108,gate_40,3,False,False,1.0,0.0
8798,968170,gate_30,75,True,False,1.0,1.0
8799,968264,gate_40,1,False,False,1.0,0.0
8800,968309,gate_40,27,True,False,1.0,1.0
8801,968324,gate_30,101,True,False,1.0,1.0
8802,968420,gate_30,21,False,False,1.0,0.0
8803,968550,gate_40,16,False,False,1.0,0.0
8804,968600,gate_40,146,True,True,1.0,1.0
8805,968850,gate_40,105,True,False,1.0,1.0
8806,969043,gate_30,10,False,False,1.0,0.0
8807,969156,gate_40,8,False,False,1.0,0.0
8808,969190,gate_40,164,False,False,1.0,0.0
8809,969278,gate_30,3,False,False,1.0,0.0
8810,969401,gate_40,10,False,False,1.0,0.0
8811,969434,gate_40,15,False,False,1.0,0.0
8812,969510,gate_30,4,False,False,1.0,0.0
8813,969574,gate_40,1,False,False,1.0,0.0
8814,969593,gate_30,41,False,True,1.0,0.0
8815,969771,gate_40,33,True,False,1.0,1.0
8816,970165,gate_40,32,True,False,1.0,1.0
8817,970527,gate_30,50,True,True,1.0,1.0
8818,970578,gate_40,3,False,False,1.0,0.0
8819,970644,gate_30,33,False,False,1.0,0.0
8820,970798,gate_30,1,False,False,1.0,0.0
8821,970962,gate_40,45,True,False,1.0,1.0
8822,971021,gate_40,3,False,False,1.0,0.0
8823,971157,gate_30,189,True,True,1.0,1.0
8824,971175,gate_40,1,False,False,1.0,0.0
8825,971293,gate_30,189,True,True,1.0,1.0
8826,971295,gate_40,17,False,False,1.0,0.0
8827,971310,gate_30,18,False,True,1.0,0.0
8828,971410,gate_30,7,False,False,1.0,0.0
8829,971555,gate_30,189,True,True,1.0,1.0
8830,971800,gate_30,189,True,True,1.0,1.0
8831,971871,gate_40,54,True,False,1.0,1.0
8832,971883,gate_30,2,False,False,1.0,0.0
8833,972073,gate_30,2,False,False,1.0,0.0
8834,972125,gate_40,8,False,False,1.0,0.0
8835,972450,gate_40,4,False,False,1.0,0.0
8836,972459,gate_40,22,False,False,1.0,0.0
8837,972479,gate_30,3,False,False,1.0,0.0
8838,972556,gate_40,42,True,False,1.0,1.0
8839,972764,gate_30,7,False,False,1.0,0.0
8840,972811,gate_30,104,True,False,1.0,1.0
8841,972815,gate_40,142,True,False,1.0,1.0
8842,972926,gate_30,10,False,False,1.0,0.0
8843,972936,gate_30,2,False,False,1.0,0.0
8844,973076,gate_40,21,True,False,1.0,1.0
8845,973096,gate_40,31,False,False,1.0,0.0
8846,973100,gate_30,189,True,False,1.0,1.0
8847,973179,gate_30,45,False,False,1.0,0.0
8848,973188,gate_30,5,False,False,1.0,0.0
8849,973215,gate_30,36,False,False,1.0,0.0
8850,973239,gate_30,1,False,False,1.0,0.0
8851,973257,gate_30,24,True,False,1.0,1.0
8852,973265,gate_40,8,False,False,1.0,0.0
8853,973286,gate_40,26,True,False,1.0,1.0
8854,973382,gate_30,117,False,False,1.0,0.0
8855,973414,gate_30,15,True,False,1.0,1.0
8856,973429,gate_40,14,False,False,1.0,0.0
8857,973709,gate_40,68,True,True,1.0,1.0
8858,973712,gate_30,189,True,True,1.0,1.0
8859,973713,gate_40,2,False,False,1.0,0.0
8860,973828,gate_40,72,True,True,1.0,1.0
8861,973925,gate_40,46,True,False,1.0,1.0
8862,974003,gate_40,189,True,True,1.0,1.0
8863,974050,gate_40,24,True,False,1.0,1.0
8864,974398,gate_40,2,False,True,1.0,0.0
8865,974528,gate_30,7,False,False,1.0,0.0
8866,974540,gate_30,1,False,False,1.0,0.0
8867,974710,gate_40,17,False,False,1.0,0.0
8868,974735,gate_40,32,False,False,1.0,0.0
8869,974831,gate_30,9,False,False,1.0,0.0
8870,974894,gate_30,33,False,False,1.0,0.0
8871,975059,gate_40,131,True,False,1.0,1.0
8872,975183,gate_40,1,False,False,1.0,0.0
8873,975226,gate_40,6,False,False,1.0,0.0
8874,975402,gate_30,1,False,False,1.0,0.0
8875,975440,gate_30,122,False,True,1.0,0.0
8876,975547,gate_40,5,False,False,1.0,0.0
8877,975886,gate_40,69,True,False,1.0,1.0
8878,975893,gate_30,13,False,False,1.0,0.0
8879,976004,gate_40,11,True,False,1.0,1.0
8880,976043,gate_30,0,False,False,1.0,0.0
8881,976644,gate_30,6,True,False,1.0,1.0
8882,976813,gate_40,5,False,False,1.0,0.0
8883,976882,gate_30,100,True,False,1.0,1.0
8884,976953,gate_40,1,False,False,1.0,0.0
8885,976960,gate_30,21,True,False,1.0,1.0
8886,976971,gate_40,7,False,False,1.0,0.0
8887,977155,gate_40,2,False,False,1.0,0.0
8888,977333,gate_30,1,False,False,1.0,0.0
8889,977495,gate_30,7,False,True,1.0,0.0
8890,977621,gate_40,26,False,False,1.0,0.0
8891,977632,gate_30,7,True,False,1.0,1.0
8892,977907,gate_30,189,True,True,1.0,1.0
8893,977913,gate_40,1,False,False,1.0,0.0
8894,978092,gate_40,2,False,False,1.0,0.0
8895,978252,gate_30,26,True,False,1.0,1.0
8896,978366,gate_30,25,False,False,1.0,0.0
8897,978456,gate_30,0,False,False,1.0,0.0
8898,978949,gate_30,98,True,False,1.0,1.0
8899,979061,gate_30,6,False,False,1.0,0.0
8900,979133,gate_40,54,True,True,1.0,1.0
8901,979195,gate_30,12,True,False,1.0,1.0
8902,979277,gate_30,56,True,False,1.0,1.0
8903,979318,gate_40,177,True,True,1.0,1.0
8904,979334,gate_30,12,True,True,1.0,1.0
8905,979344,gate_30,44,False,True,1.0,0.0
8906,979416,gate_30,3,False,False,1.0,0.0
8907,979500,gate_30,7,False,False,1.0,0.0
8908,979656,gate_40,16,True,False,1.0,1.0
8909,979791,gate_30,48,True,False,1.0,1.0
8910,980062,gate_40,5,False,False,1.0,0.0
8911,980092,gate_40,189,True,False,1.0,1.0
8912,980114,gate_30,15,False,False,1.0,0.0
8913,980198,gate_40,180,True,True,1.0,1.0
8914,980364,gate_40,20,False,False,1.0,0.0
8915,980563,gate_40,3,False,False,1.0,0.0
8916,980741,gate_30,0,True,False,1.0,1.0
8917,980764,gate_30,3,True,False,1.0,1.0
8918,980826,gate_40,120,True,True,1.0,1.0
8919,980913,gate_40,1,True,False,1.0,1.0
8920,981036,gate_40,20,True,False,1.0,1.0
8921,981044,gate_30,61,False,True,1.0,0.0
8922,981047,gate_40,20,True,False,1.0,1.0
8923,981141,gate_30,20,True,False,1.0,1.0
8924,981174,gate_40,47,True,False,1.0,1.0
8925,981192,gate_30,2,False,False,1.0,0.0
8926,981289,gate_30,0,False,False,1.0,0.0
8927,981457,gate_30,0,False,False,1.0,0.0
8928,981483,gate_30,5,False,False,1.0,0.0
8929,981804,gate_40,47,True,True,1.0,1.0
8930,981972,gate_30,15,False,False,1.0,0.0
8931,982034,gate_30,129,True,False,1.0,1.0
8932,982128,gate_30,74,True,False,1.0,1.0
8933,982185,gate_40,22,True,False,1.0,1.0
8934,982281,gate_40,7,True,False,1.0,1.0
8935,982438,gate_40,6,False,False,1.0,0.0
8936,982760,gate_30,54,False,False,1.0,0.0
8937,982844,gate_40,3,False,False,1.0,0.0
8938,982997,gate_30,11,False,False,1.0,0.0
8939,983072,gate_30,189,True,True,1.0,1.0
8940,983101,gate_40,189,True,True,1.0,1.0
8941,983127,gate_40,18,True,False,1.0,1.0
8942,983132,gate_30,4,False,False,1.0,0.0
8943,983137,gate_30,24,True,False,1.0,1.0
8944,983245,gate_40,58,False,True,1.0,0.0
8945,983402,gate_30,33,True,False,1.0,1.0
8946,983516,gate_40,11,True,False,1.0,1.0
8947,983544,gate_30,122,True,True,1.0,1.0
8948,983785,gate_40,24,False,False,1.0,0.0
8949,984147,gate_40,3,True,False,1.0,1.0
8950,984212,gate_40,11,False,False,1.0,0.0
8951,984292,gate_30,189,True,False,1.0,1.0
8952,984436,gate_40,189,True,True,1.0,1.0
8953,984531,gate_40,189,True,True,1.0,1.0
8954,984826,gate_40,0,False,False,1.0,0.0
8955,984898,gate_40,5,False,False,1.0,0.0
8956,984938,gate_30,0,False,False,1.0,0.0
8957,985166,gate_30,107,True,True,1.0,1.0
8958,985180,gate_30,5,False,False,1.0,0.0
8959,985186,gate_30,7,False,False,1.0,0.0
8960,985288,gate_30,69,True,False,1.0,1.0
8961,985376,gate_40,21,False,False,1.0,0.0
8962,985399,gate_40,189,True,False,1.0,1.0
8963,985636,gate_30,4,False,False,1.0,0.0
8964,985832,gate_30,189,True,False,1.0,1.0
8965,986244,gate_30,13,True,True,1.0,1.0
8966,986268,gate_40,7,False,False,1.0,0.0
8967,986317,gate_30,87,True,True,1.0,1.0
8968,986324,gate_30,37,True,False,1.0,1.0
8969,986461,gate_40,189,True,False,1.0,1.0
8970,986579,gate_30,189,True,True,1.0,1.0
8971,986638,gate_30,21,True,True,1.0,1.0
8972,986734,gate_30,8,False,False,1.0,0.0
8973,987022,gate_30,57,True,False,1.0,1.0
8974,987026,gate_30,62,True,False,1.0,1.0
8975,987150,gate_30,1,False,False,1.0,0.0
8976,987217,gate_40,13,False,False,1.0,0.0
8977,987222,gate_30,11,True,False,1.0,1.0
8978,987361,gate_30,189,True,True,1.0,1.0
8979,987438,gate_30,136,True,False,1.0,1.0
8980,987548,gate_30,11,False,False,1.0,0.0
8981,987596,gate_30,85,True,True,1.0,1.0
8982,987778,gate_30,6,False,False,1.0,0.0
8983,987941,gate_40,148,True,True,1.0,1.0
8984,987990,gate_30,1,False,False,1.0,0.0
8985,988038,gate_40,177,True,True,1.0,1.0
8986,988040,gate_40,5,False,False,1.0,0.0
8987,988161,gate_40,165,True,True,1.0,1.0
8988,988185,gate_40,26,True,False,1.0,1.0
8989,988197,gate_40,17,True,False,1.0,1.0
8990,988430,gate_40,1,False,False,1.0,0.0
8991,988452,gate_40,8,False,False,1.0,0.0
8992,988462,gate_40,1,False,False,1.0,0.0
8993,988500,gate_40,8,True,False,1.0,1.0
8994,988907,gate_40,3,False,False,1.0,0.0
8995,988949,gate_30,4,True,False,1.0,1.0
8996,989137,gate_30,1,False,False,1.0,0.0
8997,989216,gate_40,1,False,False,1.0,0.0
8998,989364,gate_30,33,False,False,1.0,0.0
